,C,Mn,Si,P,S,Cr,Mo,V,Ni,Cu,Al,melting_method,hot_working_mode,hot_working_process,hot_working_state,hot_working_state_1
0,0.3364722366212129,0.3364722366212129,0.6931471805599453,0.0,0.0,1.791759469228055,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0
1,0.13976194237515863,0.9242589015233319,0.22314355131420976,0.014888612493750559,0.002995508979798371,0.0,0.30010459245033816,0.0,1.413423028508143,0.6523251860396901,0.7030975114131134,0.0,-0.33333333333333337,0.0,-0.33333333333333337,-0.5
2,0.15186234930924603,0.9745596399981308,0.23111172096338664,0.011928570865273812,0.002995508979798371,0.0,0.23111172096338664,0.0,1.463255402256019,0.6151856390902335,0.7419373447293773,0.0,-0.33333333333333337,0.0,-0.33333333333333337,-0.5
3,0.15357908792830058,0.9820784724121582,0.23111172096338664,0.011928570865273812,0.002995508979798371,0.0,0.23111172096338664,0.0,1.463255402256019,0.6151856390902335,0.7030975114131134,0.0,-0.33333333333333337,0.0,-0.33333333333333337,-0.5
4,0.15272108701766393,0.9631743177730056,0.23111172096338664,0.011928570865273812,0.002995508979798371,0.0,0.23111172096338664,0.0,1.463255402256019,0.6151856390902335,0.797507195884188,0.0,-0.33333333333333337,0.0,-0.33333333333333337,-0.5
5,0.15529288440603525,0.9477893989335261,0.23901690047049992,0.011928570865273812,0.001998002662673058,0.0,0.2468600779315258,0.0,1.43746264769429,0.6729444732424258,0.7514160886839212,0.0,0.33333333333333326,0.0,-0.33333333333333337,-0.5
6,0.13540463700620298,0.9516578757114463,0.26236426446749106,0.014888612493750559,0.001998002662673058,0.0,0.2151113796169455,0.0,1.4398351280479207,0.6312717768418578,0.7371640659767196,0.0,-0.33333333333333337,0.0,-0.33333333333333337,-0.5
7,0.1319050708799386,0.9969486348916096,0.20701416938432612,0.005982071677547469,0.002995508979798371,0.0,0.22314355131420976,0.0,1.4182774069729414,0.6097655716208942,0.7275486072772779,0.0,-0.33333333333333337,0.0,-0.33333333333333337,-0.5
8,0.1336563848126736,0.9439058989071285,0.26236426446749106,0.014888612493750559,0.001998002662673058,0.0,0.2151113796169455,0.0,1.4398351280479207,0.6312717768418578,0.7178397931503168,0.0,-0.33333333333333337,0.0,-0.33333333333333337,-0.5
9,0.13540463700620298,0.9439058989071285,0.26236426446749106,0.014888612493750559,0.001998002662673058,0.0,0.2151113796169455,0.0,1.4398351280479207,0.6312717768418578,0.6931471805599453,0.0,-0.33333333333333337,0.0,-0.33333333333333337,-0.5
10,0.1292723357041391,0.9969486348916096,0.26236426446749106,0.014888612493750559,0.001998002662673058,0.0,0.2151113796169455,0.0,1.4398351280479207,0.6312717768418578,0.7178397931503168,0.0,-0.33333333333333337,0.0,-0.33333333333333337,-0.5
11,0.1327811112338184,1.007957920399979,0.20701416938432612,0.005982071677547469,0.002995508979798371,0.0,0.22314355131420976,0.0,1.4182774069729414,0.6097655716208942,0.7227059828014898,0.0,-0.33333333333333337,0.0,-0.33333333333333337,-0.5
12,0.14583044821153954,0.9202827531436925,0.19885085874516517,0.007968169649176881,0.0009995003330834232,0.0,0.2468600779315258,0.0,1.420695787837223,0.6780335427498971,0.7080357930536961,0.0,0.33333333333333326,0.0,-0.33333333333333337,-0.5
13,0.14410034397375687,0.9631743177730056,0.17395330712343798,0.006975613736425138,0.001998002662673058,0.0,0.23901690047049992,0.0,1.4182774069729414,0.6471032420585385,0.7227059828014898,0.0,0.33333333333333326,0.0,-0.33333333333333337,-0.5
14,0.15186234930924603,0.9707789171582247,0.20701416938432612,0.006975613736425138,0.001998002662673058,0.0,0.2468600779315258,0.0,1.425515074273172,0.6575200029167942,0.6981347220709843,0.0,-0.33333333333333337,0.0,-0.33333333333333337,-0.5
15,0.15529288440603525,0.9932517730102834,0.2700271372130602,0.005982071677547469,0.0009995003330834232,0.0,0.2700271372130602,0.0,1.4279160358107101,0.6312717768418578,0.6931471805599453,0.0,0.33333333333333326,0.0,-0.33333333333333337,-0.5
16,0.13976194237515863,0.9400072584914712,0.2468600779315258,0.010939940038334263,0.002995508979798371,0.0,0.23111172096338664,0.0,1.425515074273172,0.6151856390902335,0.7884573603642703,0.0,-0.33333333333333337,0.0,-0.33333333333333337,-0.5
17,0.13976194237515863,0.9400072584914712,0.2468600779315258,0.010939940038334263,0.002995508979798371,0.0,0.23111172096338664,0.0,1.425515074273172,0.6151856390902335,0.7884573603642703,0.0,-0.33333333333333337,0.0,-0.33333333333333337,-0.5
18,0.14496577025018564,0.9783261227936078,0.19885085874516517,0.008959741371471801,0.001998002662673058,0.0,0.23901690047049992,0.0,1.4350845252893227,0.6471032420585385,0.7323678937132266,0.0,-0.33333333333333337,0.0,-0.33333333333333337,-0.5
19,0.14583044821153954,0.9669838461896731,0.1570037488096647,0.007968169649176881,0.0009995003330834232,0.0,0.2468600779315258,0.0,1.410986973710262,0.6678293725756554,0.7178397931503168,0.0,0.33333333333333326,0.0,-0.33333333333333337,-0.5
20,0.14410034397375687,0.9669838461896731,0.1570037488096647,0.007968169649176881,0.0009995003330834232,0.0,0.2468600779315258,0.0,1.410986973710262,0.6678293725756554,0.7178397931503168,0.0,0.33333333333333326,0.0,-0.33333333333333337,-0.5
21,0.15186234930924603,0.9820784724121582,0.22314355131420976,0.013902905168991434,0.0009995003330834232,0.0,0.26236426446749106,0.0,1.4279160358107101,0.6418538861723947,0.6931471805599453,0.0,0.33333333333333326,0.0,-0.33333333333333337,-0.5
